f_m1_other_55_64, f_m1_bicycle_tot, f_m1_carasdriv_tot, m_m2_bustot_25_34, f_m1_tot_m1_45_54, m_mt_ns_tot, m_m2_other_m2_tot, f_m1_caraspas_25_34, f_m1_carasdriv_15_24, f_m1_bus_65_74, m_m3_trn_and_2_oth_ms_55_64, m_m3_bus2othms_ex_tn_75ov, m_m3_tot_m3_35_44, m_tot_55_64, f_m1_caraspas_15_24, m_wkd_at_home_65_74, f_m1_bicycle_35_44, f_m1_carasdriv_25_34, f_m1_wlkonly_25_34, f_m1_tram_inc_lr_75ov, f_m1_taxi_75ov, f_m2_trnbus_45_54, f_m1_bus_25_34, m_m3_other_m3_tot, f_m1_mbikescoot_55_64, m_did_not_go_to_work_65_74, m_m2_tot_m2_25_34, m_m3_bus2othms_ex_tn_tot, f_m1_carasdriv_75ov, m_m2_other_m2_75ov, f_m1_tram_inc_lr_tot, f_m2_trnbus_65_74, m_m2_bustot_45_54, m_wkd_at_home_75ov, f_m1_train_65_74, f_m2_trnbus_55_64, f_m1_bicycle_25_34, m_m3_trn_and_2_oth_ms_45_54, m_tot_65_74, m_m2_bustot_75ov, f_m1_wlkonly_45_54, f_m1_mbikescoot_75ov, m_did_not_go_to_work_15_24, f_m1_ferry_15_24, f_m1_other_65_74, f_m1_mbikescoot_25_34, m_did_not_go_to_work_35_44, m_m2_other_m2_35_44, f_m2_trnbus_35_44, m_m3_other_m3_65_74, m_tot_tot, f_m1_other_15_24, f_m1_mbikescoot_65_74, m_tot_75ov, m_m3_tot_m3_25_34, f_m1_tram_inc_lr_35_44, m_m2_tot_m2_75ov, m_m3_other_m3_75ov, f_m1_bicycle_15_24, m_m3_bus2othms_ex_tn_45_54, f_m1_carasdriv_65_74, m_m3_trn_and_2_oth_ms_75ov, m_wkd_at_home_tot, f_m1_other_75ov, m_m2_tot_m2_45_54, f_m1_carasdriv_45_54, f_m1_ferry_75ov, m_m3_other_m3_25_34, f_m1_truck_35_44, m_m3_bus2othms_ex_tn_15_24, m_did_not_go_to_work_tot, m_m2_other_m2_25_34, f_m1_wlkonly_15_24, f_m1_mbikescoot_35_44, f_m1_tot_m1_35_44, m_m3_tot_m3_tot, m_m2_bustot_tot, f_m1_tram_inc_lr_65_74, f_m1_other_25_34, m_m3_other_m3_45_54, f_m1_taxi_15_24, f_m1_truck_15_24, sa2_name16, m_mt_ns_25_34, m_m3_bus2othms_ex_tn_55_64, f_m1_bicycle_75ov, m_wkd_at_home_35_44, f_m1_truck_tot, m_tot_15_24, m_wkd_at_home_55_64, m_m2_tot_m2_35_44, m_m3_tot_m3_15_24, f_m1_truck_25_34, m_m3_other_m3_55_64, f_m1_other_45_54, f_m1_ferry_tot, m_wkd_at_home_15_24, m_did_not_go_to_work_25_34, m_m3_bus2othms_ex_tn_65_74, m_mt_ns_35_44, f_m1_caraspas_35_44, f_m1_taxi_55_64, m_m2_tot_m2_55_64, f_m1_tot_m1_65_74, f_m1_other_35_44, f_m1_bicycle_65_74, f_m1_ferry_65_74, f_m1_wlkonly_75ov, m_m2_other_m2_15_24, m_m2_tot_m2_15_24, f_m1_bus_45_54, f_m1_tram_inc_lr_55_64, m_did_not_go_to_work_75ov, m_mt_ns_75ov, f_m1_taxi_25_34, f_m1_bicycle_55_64, f_m1_caraspas_tot, f_m1_ferry_45_54, f_m1_train_45_54, f_m1_carasdriv_35_44, f_m1_train_75ov, f_m2_trnbus_15_24, f_m1_carasdriv_55_64, m_m2_bustot_35_44, f_m1_tram_inc_lr_25_34, f_m1_taxi_tot, m_tot_25_34, m_m3_tot_m3_75ov, f_m1_taxi_35_44, m_m3_other_m3_35_44, f_m1_tot_m1_tot, f_m1_truck_65_74, f_m1_bicycle_45_54, f_m1_tram_inc_lr_15_24, m_wkd_at_home_25_34, f_m1_train_25_34, f_m1_bus_35_44, f_m1_train_15_24, f_m1_other_tot, f_m1_bus_55_64, f_m2_trnbus_tot, m_m3_tot_m3_65_74, f_m1_caraspas_75ov, m_mt_ns_55_64, f_m1_truck_45_54, f_m2_trnbus_75ov, m_m2_tot_m2_tot, f_m1_taxi_65_74, f_m1_ferry_35_44, f_m1_caraspas_65_74, f_m1_tot_m1_55_64, f_m1_tot_m1_25_34, f_m1_mbikescoot_45_54, m_did_not_go_to_work_55_64, m_m2_bustot_55_64, m_m3_trn_and_2_oth_ms_15_24, m_mt_ns_45_54, f_m1_train_tot, m_m2_other_m2_55_64, f_m1_tram_inc_lr_45_54, m_m3_tot_m3_45_54, f_m1_bus_tot, f_m1_wlkonly_tot, m_tot_45_54, f_m1_bus_75ov, f_m1_wlkonly_55_64, f_m1_train_35_44, f_m1_wlkonly_65_74, m_m2_bustot_15_24, sa2_main16, m_m3_bus2othms_ex_tn_35_44, f_m1_truck_55_64, m_m2_other_m2_65_74, m_m3_trn_and_2_oth_ms_25_34, m_m3_trn_and_2_oth_ms_tot, m_m3_other_m3_15_24, f_m1_tot_m1_75ov, f_m1_caraspas_55_64, m_did_not_go_to_work_45_54, m_m2_other_m2_45_54, f_m1_wlkonly_35_44, m_m2_tot_m2_65_74, m_mt_ns_15_24, f_m1_tot_m1_15_24, f_m1_taxi_45_54, f_m1_caraspas_45_54, f_m2_trnbus_25_34, f_m1_bus_15_24, m_m3_trn_and_2_oth_ms_35_44, m_mt_ns_65_74, f_m1_train_55_64, m_m3_tot_m3_55_64, m_tot_35_44, m_m3_bus2othms_ex_tn_25_34, m_m2_bustot_65_74, f_m1_ferry_55_64, m_m3_trn_and_2_oth_ms_65_74, f_m1_ferry_25_34, f_m1_truck_75ov, f_m1_mbikescoot_15_24, f_m1_mbikescoot_tot, m_wkd_at_home_45_54
0,0,427,0,127,13,9,7,39,0,0,0,0,183,8,6,0,52,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,0,56,0,13,0,5,0,0,0,12,0,0,0,692,0,0,7,0,0,0,0,0,0,16,0,19,0,0,113,0,0,0,0,53,0,4,0,112,0,0,0,0,0,0,0,"Eden",3,0,0,0,0,68,4,0,0,0,0,0,0,0,6,0,3,3,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,101,0,0,105,0,0,0,98,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,124,64,0,15,0,0,3,0,3,0,0,0,40,157,0,12,0,3,0,"101041023",0,0,0,0,0,0,3,0,4,0,7,0,3,45,0,6,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0
0,0,171,0,54,3,3,0,14,0,0,0,0,93,0,18,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,9,0,4,0,0,0,3,0,0,0,386,0,0,3,0,0,0,0,0,0,5,0,61,0,0,41,0,0,0,0,24,0,6,0,45,0,0,0,0,0,0,0,"Eurobodalla Hinterland",3,0,0,6,3,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,43,0,0,42,0,0,0,53,0,0,0,215,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,49,25,0,14,0,0,0,0,0,0,0,0,23,92,0,3,0,0,0,"101041024",0,0,0,0,0,0,3,3,6,0,3,0,5,22,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,15
6,5,1241,0,420,30,5,10,136,0,0,0,0,375,47,20,3,167,9,0,0,0,0,0,0,19,0,0,3,0,0,0,0,7,0,0,0,0,130,0,28,0,46,0,0,0,23,3,0,0,1626,0,0,22,0,0,0,0,0,0,36,0,111,0,0,368,0,0,0,0,178,0,23,0,272,0,0,0,0,0,0,0,"Merimbula - Tura Beach",4,0,0,17,0,241,32,3,0,0,0,4,0,0,16,0,3,13,0,0,45,0,0,0,0,0,0,0,0,0,3,0,3,89,0,0,251,0,0,292,0,0,3,201,0,0,0,1461,0,0,0,6,0,3,0,8,0,0,0,0,0,0,0,5,0,0,3,327,188,0,42,0,0,8,0,0,0,0,9,103,385,0,21,0,3,0,"101041025",0,0,0,0,0,0,3,10,29,0,13,0,3,211,0,14,0,3,0,7,0,0,279,0,0,0,0,0,0,3,4,25
3,4,1222,0,382,18,6,6,120,0,0,0,0,403,36,11,0,162,3,0,0,0,0,0,0,16,0,0,4,0,0,0,0,6,0,0,0,0,83,0,9,0,24,0,0,0,21,3,0,0,1594,0,0,17,0,0,0,0,0,0,34,0,72,0,0,348,0,0,0,0,149,0,9,0,270,0,0,0,0,0,0,0,"Moruya - Tuross Head",3,0,0,11,0,211,31,4,0,0,0,3,0,0,24,0,0,14,0,0,37,0,0,0,0,5,5,0,0,0,0,0,0,90,0,0,250,0,0,304,0,0,0,212,0,0,0,1383,0,3,0,0,0,4,0,6,3,0,0,0,0,0,0,13,0,0,0,342,180,3,33,0,0,4,0,0,0,0,5,50,389,0,19,0,0,0,"101041026",0,0,0,0,0,0,4,12,32,0,4,0,3,169,0,11,0,4,0,0,0,0,284,0,0,0,0,0,0,0,4,20
3,0,799,0,266,23,10,8,66,0,0,0,0,327,23,22,0,110,8,0,0,0,0,0,0,11,0,0,3,0,0,0,0,9,0,0,0,0,110,0,18,0,15,0,0,0,12,0,0,0,1154,0,0,13,0,0,0,0,0,0,35,0,104,0,0,233,0,0,0,0,123,0,8,0,151,0,0,0,0,0,0,0,"Narooma - Bermagui",0,0,0,13,4,112,33,0,0,0,0,0,0,0,16,0,10,9,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,133,0,0,217,0,0,0,155,0,0,0,942,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,260,131,3,44,0,0,4,0,4,0,0,3,64,250,0,20,0,0,0,"101041027",0,4,0,0,0,0,4,14,21,0,7,0,0,92,0,7,0,0,0,0,0,0,186,0,0,0,0,0,0,0,3,27
4,5,2014,0,629,44,9,29,244,0,0,0,0,404,75,14,0,355,17,0,0,0,0,0,0,10,7,0,6,0,0,0,0,8,0,0,0,0,114,0,36,0,40,0,0,0,31,0,0,0,2307,0,0,23,0,0,0,0,0,0,50,0,68,0,3,563,0,0,0,0,170,3,31,0,526,0,3,0,0,0,3,0,"Mudgee",3,0,0,18,3,398,11,3,0,0,0,0,0,3,24,0,5,19,0,3,61,0,0,0,0,3,3,0,0,0,0,0,0,174,0,0,476,0,0,320,0,0,6,439,0,0,0,2356,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,15,0,0,3,386,399,0,35,0,0,6,0,3,0,0,3,141,511,0,24,0,7,0,"103031072",0,3,0,0,0,0,6,27,25,3,26,0,13,351,0,31,0,0,0,8,0,0,427,0,0,0,0,0,0,4,3,13
0,0,268,0,110,14,3,3,18,0,0,0,0,107,0,25,0,33,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,57,0,8,0,6,0,0,0,8,0,0,0,437,0,0,16,0,0,0,0,0,0,5,0,73,0,0,101,0,0,0,0,34,0,0,0,65,0,0,0,0,0,0,0,"Mudgee Region - East",3,0,0,3,0,44,16,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,57,0,0,52,0,0,0,59,0,0,0,316,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,70,36,0,10,0,0,0,0,0,0,0,4,27,91,0,7,0,5,0,"103031073",0,0,3,0,0,0,3,0,8,0,4,3,6,16,0,6,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,10
3,3,603,0,206,29,40,10,58,0,0,0,0,418,9,74,0,102,9,0,0,0,0,8,0,12,12,0,6,0,0,0,0,24,0,0,0,0,181,0,15,0,16,0,3,0,62,14,0,3,2645,0,0,56,0,0,0,0,0,0,19,0,254,0,4,173,0,0,0,0,263,14,11,0,153,8,0,0,0,0,0,0,"Mudgee Region - West",3,0,0,25,6,196,69,14,0,0,0,0,0,8,61,0,4,3,0,10,34,0,0,0,0,0,0,0,0,0,3,0,0,43,0,0,138,0,0,106,0,0,0,579,0,0,0,753,4,3,0,7,0,0,0,9,3,0,3,0,0,0,0,45,0,0,0,151,118,0,37,0,0,13,0,10,0,0,4,87,637,0,28,0,11,0,"103031074",0,0,3,0,0,0,6,3,74,4,9,3,4,75,0,10,0,0,0,3,0,0,586,0,0,0,0,0,0,0,4,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wollangambe - Wollemi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103031075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,7731,3,2299,91,53,62,702,6,0,0,5,1436,137,21,3,1388,50,0,0,8,27,0,3,43,32,4,11,0,0,0,0,5,0,0,0,3,369,0,31,0,129,0,3,0,106,3,5,0,8096,0,0,37,3,0,0,0,0,0,207,0,169,0,34,2102,0,0,0,0,604,16,21,3,1993,16,11,0,3,0,0,0,"Gosford - Springfield",17,0,0,34,0,1111,39,33,0,0,0,0,0,3,117,0,19,60,0,29,239,3,0,0,0,11,20,28,0,4,3,5,0,452,0,24,1831,0,9,1485,4,0,9,1634,0,0,0,8704,0,9,0,29,35,32,24,14,38,31,0,0,10,0,0,153,0,0,16,1666,1575,0,106,3,0,21,149,5,0,5,168,152,1789,0,22,36,6,0,"102011032",0,0,0,3,12,0,14,78,101,13,23,9,17,926,3,102,5,42,6,10,28,3,1720,0,0,0,0,0,0,0,8,35
0,0,654,0,192,18,15,6,96,0,0,0,0,306,18,41,0,113,9,0,0,0,0,0,3,14,8,0,9,0,0,0,0,16,0,0,0,0,118,0,8,0,29,0,0,0,41,3,0,0,1831,0,0,44,0,0,0,0,0,0,15,0,159,0,5,172,0,0,0,0,180,8,8,0,170,0,0,0,0,0,0,0,"Blayney",0,0,0,13,4,179,52,3,0,0,0,4,0,3,41,0,0,8,0,3,22,3,0,0,0,0,0,0,0,4,4,0,0,42,0,0,135,0,0,108,0,0,3,376,0,0,0,778,0,0,0,10,0,0,0,12,0,0,0,0,3,0,0,15,0,0,0,130,134,0,15,0,0,5,0,3,0,0,0,64,406,0,16,0,3,0,"103041076",0,0,0,0,0,0,12,10,39,5,16,0,3,125,0,8,0,0,0,3,0,0,405,0,0,0,0,0,0,0,3,32
0,3,1962,0,540,27,15,68,307,0,0,0,0,324,78,3,0,356,50,0,0,0,12,0,0,7,5,3,3,0,0,0,0,3,0,0,0,0,99,0,37,0,59,0,0,0,32,3,0,0,2522,0,0,16,0,0,0,0,0,0,58,0,40,0,5,471,0,0,0,0,187,3,27,0,495,3,3,0,4,0,3,0,"Queanbeyan",10,0,0,15,3,448,10,3,0,0,0,0,0,0,34,0,0,41,0,0,62,3,0,0,0,5,6,3,0,0,0,3,0,228,0,0,416,0,0,355,0,0,8,604,0,0,0,2428,0,0,0,6,0,5,0,8,5,0,0,0,7,0,0,22,0,0,5,407,501,0,17,0,0,3,0,0,0,0,28,173,478,0,25,0,3,0,"101021009",0,0,0,0,0,0,3,15,36,7,26,0,3,420,0,23,0,3,0,0,0,0,554,0,0,0,0,0,0,0,8,3
0,0,457,0,124,19,11,11,63,0,0,0,0,286,43,9,0,95,4,0,0,0,3,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,80,0,0,0,48,0,0,0,16,0,0,0,2022,0,0,16,0,0,0,0,0,0,12,0,22,0,0,118,0,0,0,0,126,3,0,0,123,0,3,0,0,0,0,0,"Queanbeyan - East",3,0,0,4,0,370,3,0,0,0,0,0,0,0,24,0,0,14,0,3,15,0,0,0,0,0,7,0,0,0,0,0,0,81,0,0,104,0,0,59,0,0,0,519,0,0,0,561,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,15,0,0,3,75,113,0,16,0,0,3,0,3,0,0,3,11,362,0,3,0,0,3,"101021010",0,0,0,0,0,0,3,3,14,0,0,0,6,110,0,9,0,4,0,0,0,0,385,0,0,0,0,0,0,0,0,4
4,3,553,0,181,13,13,3,67,0,0,0,0,278,21,48,0,109,3,0,0,0,0,4,0,11,5,0,0,0,0,0,3,11,0,0,0,0,123,0,19,0,33,0,0,0,19,0,0,0,1792,0,0,22,0,0,0,0,0,0,14,0,192,0,9,152,0,0,0,0,147,3,5,0,158,4,6,0,0,0,0,0,"Queanbeyan Region",3,0,0,18,3,176,42,0,0,0,0,0,0,7,20,0,4,4,0,3,26,3,0,0,0,0,0,0,0,0,0,0,0,47,0,0,137,0,0,71,0,0,0,371,0,0,0,670,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,20,0,0,5,91,120,0,26,0,0,0,0,3,0,0,3,60,466,0,16,0,4,0,"101021011",0,0,0,0,0,0,4,5,31,6,8,0,0,100,0,6,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,40
0,11,6319,0,1716,67,39,79,803,3,0,0,0,1110,202,16,0,1303,37,0,0,0,11,0,0,34,9,0,15,0,0,0,0,3,0,0,4,0,282,0,55,0,119,0,3,0,91,16,0,0,6662,0,0,45,0,0,0,0,0,0,161,0,107,0,6,1537,0,0,0,0,527,9,39,0,1586,3,5,0,3,0,6,0,"Orange",10,0,0,20,3,1007,30,13,0,0,0,3,0,4,111,0,14,77,7,5,191,5,0,0,0,6,6,3,0,7,0,16,5,553,0,0,1453,0,0,1059,0,0,30,1410,0,3,0,7181,0,3,0,9,0,5,0,17,3,0,0,0,3,0,0,46,0,0,10,1171,1450,0,83,0,0,12,4,5,0,0,34,214,1367,0,33,3,13,0,"103041077",0,0,0,0,0,0,17,66,77,8,41,0,12,1050,6,118,0,10,0,6,0,0,1438,0,0,0,0,0,0,0,3,20
0,5,880,0,237,19,13,14,127,0,0,0,0,297,33,19,0,200,7,0,0,0,0,0,0,14,4,0,5,0,0,0,0,0,0,0,0,0,89,0,5,0,30,0,0,0,17,0,0,0,1970,0,0,11,0,0,0,0,0,0,22,0,118,0,0,214,0,0,0,0,125,3,10,0,229,0,0,0,0,0,0,0,"Orange - North",0,0,0,18,0,328,33,3,0,0,0,0,0,3,25,0,5,11,0,3,23,0,0,0,0,3,3,0,0,4,0,0,0,85,0,0,203,0,0,123,0,0,3,429,0,0,0,1023,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,14,0,0,4,128,215,0,18,0,0,8,0,3,0,0,0,45,392,0,9,0,3,0,"103041078",0,0,0,0,0,0,7,7,23,0,11,0,3,179,0,17,0,0,0,0,0,0,425,0,0,0,0,0,0,0,4,27
3,0,732,0,211,26,13,3,71,0,0,0,0,399,6,90,0,136,9,0,0,0,0,3,0,24,4,0,3,0,0,0,0,43,0,0,0,0,241,0,20,0,13,0,0,0,44,3,0,0,2286,0,0,73,0,0,0,0,0,0,42,0,331,0,3,177,0,0,0,0,204,4,7,0,179,3,0,0,0,0,0,0,"Orange Region",5,0,0,55,0,180,74,3,0,0,0,0,0,9,45,0,4,5,0,0,61,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,153,0,0,147,0,0,0,408,0,0,0,859,0,0,0,15,0,0,0,10,0,0,0,0,7,0,0,10,0,0,0,175,150,0,31,0,0,3,0,0,0,0,0,73,496,0,14,0,10,0,"103041079",0,0,0,0,0,0,4,10,40,3,14,0,3,85,0,12,0,0,0,3,0,0,481,0,0,0,0,0,0,0,0,54
0,35,3380,0,1041,53,32,34,356,3,0,0,3,942,111,16,6,521,22,0,0,0,0,4,3,25,11,0,6,0,0,0,0,7,0,0,5,0,211,0,42,0,81,0,0,0,50,3,0,0,4620,0,0,48,0,0,0,0,4,0,91,0,82,0,6,924,0,0,0,0,381,11,27,0,864,9,0,0,0,0,3,0,"Grafton",4,0,0,14,4,657,27,3,0,0,0,3,0,4,51,0,9,43,0,5,106,3,0,0,0,4,5,3,0,0,5,0,11,297,0,0,785,0,0,697,0,0,9,743,0,0,3,3902,0,10,0,4,0,7,0,5,0,0,0,3,10,0,0,40,0,0,7,796,583,0,101,0,0,9,0,9,0,0,18,153,1090,0,36,0,3,0,"104011080",0,4,0,0,0,0,10,47,71,4,25,0,10,498,0,53,0,3,0,9,0,0,930,0,0,0,0,0,0,0,6,13
6,3,350,0,156,23,13,5,26,0,0,0,0,298,4,58,0,37,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,26,0,0,0,0,132,0,15,0,3,0,0,0,15,0,0,0,1166,0,0,50,0,0,0,0,0,0,18,0,242,0,0,127,0,0,0,0,69,0,0,0,78,0,0,0,0,0,0,0,"Grafton Region",3,0,0,27,0,105,79,0,0,0,0,0,0,0,6,0,0,8,0,3,28,0,0,0,0,7,7,0,0,0,3,0,0,39,0,0,60,0,0,77,0,0,0,153,0,0,0,467,0,0,0,10,0,0,0,8,0,0,0,0,9,0,0,13,0,0,5,120,43,0,22,0,0,3,0,3,0,0,3,57,245,0,21,0,6,0,"104011081",0,0,0,0,0,0,3,9,12,0,7,0,3,35,0,8,0,0,0,0,0,0,184,0,0,0,0,0,0,0,3,44
7,18,1660,0,544,39,18,10,194,3,0,0,0,508,38,25,5,207,10,0,0,0,0,0,0,19,3,0,7,0,0,0,0,12,0,0,0,0,156,0,34,0,59,0,4,0,26,0,0,0,2282,0,0,35,0,0,0,0,4,0,45,0,136,0,3,471,0,0,0,0,204,3,23,0,399,0,0,0,0,0,0,0,"Maclean - Yamba - Iluka",0,0,0,25,0,327,41,3,0,0,0,4,0,3,24,0,4,15,0,3,65,3,0,0,0,3,3,0,0,4,0,0,3,125,0,0,355,0,0,379,0,0,0,320,0,0,0,1977,0,7,0,4,0,3,0,16,0,0,0,0,7,0,0,16,0,0,3,455,240,0,47,0,0,4,0,3,0,0,10,140,513,0,44,0,9,0,"104011082",0,0,3,0,0,0,7,23,37,3,20,3,10,265,0,22,0,4,0,4,0,0,434,0,0,0,0,0,0,0,0,27
0,4,522,0,179,12,8,0,37,0,0,0,0,181,17,22,0,76,9,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,0,0,0,0,58,0,18,0,11,0,0,0,19,4,0,0,780,0,0,18,0,0,0,0,3,0,9,0,128,0,0,143,0,0,0,0,62,3,5,0,136,0,0,0,0,0,0,0,"Bellingen",0,0,0,32,0,76,33,4,0,0,0,3,0,0,9,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,111,0,0,147,0,0,0,102,0,0,0,660,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,7,0,0,0,170,86,0,11,0,0,3,0,0,0,0,3,64,186,0,15,0,0,0,"104021083",0,0,0,0,0,0,8,9,11,0,14,0,3,68,0,10,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,35
3,16,2303,3,617,32,12,35,346,0,0,0,0,530,118,15,4,417,24,0,0,0,0,0,3,7,9,0,4,0,0,0,0,0,0,0,0,0,135,0,19,0,90,0,0,3,50,0,0,0,2979,3,0,10,0,0,0,0,3,0,49,0,107,0,4,565,0,0,0,0,254,4,17,0,533,0,8,0,0,0,0,0,"Coffs Harbour - North",10,0,0,25,0,540,35,0,0,0,0,3,0,3,43,0,0,11,0,0,61,3,0,0,0,6,11,0,0,3,0,0,0,222,0,0,498,0,0,429,0,0,8,561,0,0,0,2664,0,3,0,7,0,0,0,17,0,0,0,0,3,0,0,23,0,0,0,476,476,0,39,0,0,4,0,0,0,0,11,88,578,0,21,0,5,3,"104021084",0,0,0,0,0,0,4,24,24,4,9,0,13,496,0,30,0,11,0,0,0,0,619,0,0,0,0,0,0,0,5,24
4,28,5352,0,1653,64,54,63,535,0,0,0,0,1186,148,22,4,877,24,0,0,0,3,10,4,36,9,0,6,0,0,0,0,5,0,0,9,0,265,0,24,0,103,0,0,3,69,11,0,0,5945,3,0,25,0,0,0,0,0,0,154,0,98,0,17,1510,0,0,0,0,444,11,24,4,1298,6,7,0,0,0,0,0,"Coffs Harbour - South",17,0,0,15,0,789,32,11,3,0,0,4,3,0,65,0,8,51,3,13,170,4,0,0,0,14,16,5,0,0,3,3,7,445,0,3,1193,0,0,1074,0,0,12,1085,0,0,0,6044,0,10,0,4,0,5,0,17,7,0,0,0,3,0,0,61,0,0,14,1208,985,0,105,0,0,15,3,12,0,3,37,135,1411,0,26,0,3,3,"104021085",0,0,0,0,3,3,6,83,71,16,31,0,11,724,3,91,0,16,0,0,0,3,1186,0,0,0,0,0,0,0,12,19
0,0,107,0,33,3,8,3,9,0,0,0,0,82,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,3,0,3,0,0,0,0,0,0,0,329,0,0,5,0,0,0,0,0,0,7,0,59,0,0,30,0,0,0,0,10,0,3,0,32,0,0,0,0,0,0,0,"Coramba - Nana Glen - Bucca",0,0,0,6,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,26,0,0,14,0,0,0,49,0,0,0,127,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,21,19,0,3,0,0,0,0,3,0,0,0,14,81,0,3,0,0,0,"104021086",0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,15
0,0,448,0,133,20,11,9,94,0,0,0,0,192,15,6,0,88,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,35,0,8,0,28,0,0,0,6,0,0,0,1431,0,0,5,0,0,0,0,0,0,9,0,54,0,6,112,0,0,0,0,66,3,4,0,105,0,0,0,0,0,0,0,"Queanbeyan West - Jerrabomberra",6,0,0,7,0,275,13,0,0,0,0,5,0,3,7,0,3,4,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,40,0,0,90,0,0,56,0,0,0,358,0,0,0,523,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,16,0,0,0,65,103,0,13,0,0,0,0,0,0,0,6,20,268,0,5,0,0,0,"101021012",0,0,0,0,0,0,0,3,11,6,6,0,7,112,0,5,0,6,0,0,0,0,292,0,0,0,0,0,0,0,0,23
3,0,280,0,88,15,5,0,29,0,0,0,0,145,12,15,0,46,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,61,0,6,0,5,0,0,0,6,0,0,0,573,0,0,15,0,0,0,0,0,0,24,0,55,0,0,74,0,0,0,0,38,0,5,0,54,0,0,0,0,0,0,0,"Bombala",0,0,0,5,0,63,13,0,0,0,0,0,0,3,0,0,3,3,0,3,29,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,53,0,0,56,0,0,0,76,0,0,0,340,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,5,0,0,0,68,50,0,13,0,0,0,0,3,0,0,0,33,128,0,5,0,7,0,"101031013",0,0,0,0,0,0,0,3,6,0,0,0,0,44,0,4,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,13
